Hardware S/N,Dongle S/N,Software,Hardware Model,HA/HOT BACKUP,Protected Bitrate,Stream Gates,Invoice number,Invoice date,Partner name,Region,Customer Name,Region,Full Address,Support Plan,Starting Date,Valid Until,Software,Hardware, P.B ,SG, Hot backup ,Comments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8287,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,WDCW,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF7252,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,WDHN,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF7253,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,WDHN,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8650,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,WDKY,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8651,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,WDKY,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8262,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,WDTN,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8263,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,WDTN,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8580,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,WDVM,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF7258,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,WFFF_WVNY,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF7259,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,WFFF_WVNY,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8354,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,WFXR,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8355,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,WFXR,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8254,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,WFXV_WPNY_WUTR,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8255,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,WFXV_WPNY_WUTR,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8290,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,WGHP,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8291,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,WGHP,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8360,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,WGMB_WVLA,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8361,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,WGMB_WVLA,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8552,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,WGN,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8553,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,WGN,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8276,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,WGNO,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8277,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,WGNO,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8500,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,WHBF,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8501,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,WHBF,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8266,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,WIAT,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8267,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,WIAT,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8041,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,WIVB,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8042,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,WIVB,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8384,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,WIVB,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8385,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,WIVB,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8246,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,WIVB,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8247,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,WJET,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8274,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,WJET,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8275,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,WJKT_WREG,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8047,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,WJKT_WREG,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8048,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,WJZY,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8386,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,WJZY,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8387,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,WKBN,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8568,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,WKBN,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8569,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,WKRG,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8607,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,WKRG,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8608,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,WKRG,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF7845,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,WKRG,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8035,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,WNTZ,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8036,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,WOOD,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8097,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,WOOD,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8614,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,WOOD,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8260,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,WOOD,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8261,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,WOOD,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8425,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,WOOD,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8284,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,WOOD,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8285,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,WOOD,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8380,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,WOWK,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8381,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,WPHL,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8338,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,WPHL,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8339,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,WPIX,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8350,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,WPIX,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8353,,,,,,,INV22155,29 12 2022,HVS_Heartland Video Systems ,USA,WPRI,,,GOLD,29 Dec 2022,31 Dec 2023,,,,,,Annual support for Nexstar station  till-12/31/195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
