Hardware S/N,Dongle S/N,Software,Hardware Model,HA/HOT BACKUP,Protected Bitrate,Stream Gates,Invoice number,Invoice date,Partner name,Region,Customer Name,Region,Full Address,Support Plan,Starting Date,Valid Until,Software,Hardware, P.B ,SG, Hot backup ,Comments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF5702,,DVP,DVP100,,8+8,,VEN-CF1503028,,SAV,France,Ponant,France,33 Rue Bouret,Silver,30 Aug 2016,30st April 2017,"$1,260.00",,,," 2,035.00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF5751,,DVP,DVP10,,,3,VF170054,,SAV,France,Ponant,France,34 Rue Bouret,Silver,1 Mar 2017,30st April 2018,,,,," 2,035.00 ",Video Digital Protector Sold inv: vf-66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF5570,,DVP,DVP10LS1,,4,,EI14800016,,SAV,France,Ponant,France,35 Rue Bouret,Silver,1 Mar 2017,30st April 2018,"$2,695.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF5571,,DVP,DVP10P1,,6,,EI14800016,,SAV,France,Ponant,France,36 Rue Bouret,Silver,1 Mar 2017,30st April 2018,"$4,095.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8557,42525c4041450a07050453434f50555312101017,DVP,DVL100,,1,0,INV22059,24/05/22,Euplink,France,X,X,X,,,,$700.00,"$1,050.00", 157.50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8558,,DVP,DVL100,,0,,INV22059,24/05/22,Euplink,France,X,X,X,,,,$700.00,"$1,050.00", -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8717,425b5c4747470706060553434f50555312101017,DVG,DVL202,YES,0,4,INV22024,20/02/22,HVS_Heartland Video Systems,USA,WBRC,USA,1720 Valley View Dr,Gold,20 Feb 2022,20 Feb 2023,$875.00,"$2,454 ", -   ,$490.00," 2,258.00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8718,4a505f4745400b08081753434f50555312101017,DVG,DVL202,YES,0,4,INV22024,20/02/22,HVS_Heartland Video Systems,USA,WBRC,USA,1720 Valley View Dr,Gold,20 Feb 2022,20 Feb 2023,$875.00,"$2,454 ", -   ,$490.00," 2,258.00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8719,41535a44414b0302050153434f50555312101017,DVG,DVL202,YES,0,4,INV22024,20/02/22,HVS_Heartland Video Systems,USA,WBRC,USA,1721 Valley View Dr,Gold,20 Feb 2022,20 Feb 2023,$875.00,"$2,454 ", -   ,$490.00," 2,258.00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8720,4257564846460706010753434f50555312101017,DVG,DVL202,YES,0,4,INV22024,20/02/22,HVS_Heartland Video Systems,USA,WBRC,USA,1722 Valley View Dr,Gold,20 Feb 2022,20 Feb 2023,$875.00,"$2,454 ", -   ,$490.00," 2,258.00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8721,42575b4741450202030f53434f50555312101017,DVG,DVL202,YES,0,4,INV22023,20/02/22,HVS_Heartland Video Systems,USA,WOWT,USA,3501 Farnam St,Gold,20 Feb 2022,20 Feb 2023,$875.00,"$2,454 ", -   ,$490.00," 2,258.00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8722,42555c42474a0a04010053434f50555312101017,DVG,DVL202,YES,0,4,INV22023,20/02/22,HVS_Heartland Video Systems,USA,WOWT,USA,3501 Farnam St,Gold,20 Feb 2022,20 Feb 2023,$875.00,"$2,454 ", -   ,$490.00," 2,258.00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8723,45555c4343410507021753434f50555312101017,DVG,DVL202,YES,0,4,INV22023,20/02/22,HVS_Heartland Video Systems,USA,WOWT,USA,3501 Farnam St,Gold,20 Feb 2022,20 Feb 2023,$875.00,"$2,454 ", -   ,$490.00," 2,258.00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8724,45555c4847460a00021753434f50555312101017,DVG,DVL202,YES,0,4,INV22023,20/02/22,HVS_Heartland Video Systems,USA,WOWT,USA,3501 Farnam St,Gold,20 Feb 2022,20 Feb 2023,$875.00,"$2,454 ", -   ,$490.00," 2,258.00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8725,41535f4643440406051753434f50555312101017,DVG,DVL202,YES,0,4,INV22025,20/02/22,HVS_Heartland Video Systems,USA,WHNS-TV,USA,21 Interstate Court,Gold,20 Feb 2022,20 Feb 2023,$875.00,"$2,454 ", -   ,$490.00," 2,258.00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8726,425056494d4a0507030153434f50555312101017,DVG,DVL202,YES,0,4,INV22025,20/02/22,HVS_Heartland Video Systems,USA,WHNS-TV,USA,21 Interstate Court,Gold,20 Feb 2022,20 Feb 2023,$875.00,"$2,454 ", -   ,$490.00," 2,258.00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8727,47555a4240460104081753434f50555312101017,DVG,DVL202,YES,0,4,INV22025,20/02/22,HVS_Heartland Video Systems,USA,WHNS-TV,USA,21 Interstate Court,Gold,20 Feb 2022,20 Feb 2023,$875.00,"$2,454 ", -   ,$490.00," 2,258.00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8728,4252584444450a05030253434f50555312101017,DVG,DVL202,YES,0,4,INV22025,20/02/22,HVS_Heartland Video Systems,USA,WHNS-TV,USA,21 Interstate Court,Gold,20 Feb 2022,20 Feb 2023,$875.00,"$2,454 ", -   ,$490.00," 2,258.00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8729,445a5c4545430102091753434f50555312101017,DVG,DVL202,YES,0,4,INV22027,23/02/22,HVS_Heartland Video Systems,USA,WTVR,USA,3301 W.BROAD Street,Gold,23 Feb 2022,23 Feb 2023,$875.00,"$2,454 ", -   ,$490.00," 2,258.00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8730,47575c4945450709091753434f50555312101017,DVG,DVL202,YES,0,4,INV22027,23/02/22,HVS_Heartland Video Systems,USA,WTVR,USA,3301 W.BROAD Street,Gold,23 Feb 2022,23 Feb 2023,$875.00,"$2,454 ", -   ,$490.00," 2,258.00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8731,2525e4445460700040353434f50555312101017,DVG,DVA202,YES,0,4,INV22053,14/04/22,HVS_Heartland Video Systems,USA,WIAT,USA,2075 Golden Crest Drive,Gold,14 Apr 2022,14 Apr 2023,$875.00,"$2,454 ", -   ,$490.00," 2,258.00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8732,2525e4445460700040353434f50555312101017,DVG,DVA202,YES,0,4,INV22053,14/04/22,HVS_Heartland Video Systems,USA,WIAT,USA,2075 Golden Crest Drive,Gold,14 Apr 2022,14 Apr 2023,$875.00,"$2,454 ", -   ,$490.00," 2,258.00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8733,2525e4445460700040353434f50555312101017,DVG,DVA202,YES,0,4,INV22053,14/04/22,HVS_Heartland Video Systems,USA,WIAT,USA,2075 Golden Crest Drive,Gold,14 Apr 2022,14 Apr 2023,$875.00,"$2,454 ", -   ,$490.00," 2,258.00 ",This unit sent as a replacement for malfunction unit VF8733 that will be returned to manufacture.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8734,2525e4445460700040353434f50555312101017,DVG,DVA202,YES,0,4,INV22053,14/04/22,HVS_Heartland Video Systems,USA,WIAT,USA,2075 Golden Crest Drive,Gold,14 Apr 2022,14 Apr 2023,$875.00,"$2,454 ", -   ,$490.00," 2,258.00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8735,4a5b5841404b0408041753434f50555312101017,DVG,DVL202,n/a,0,8,INV22049_INV22117,04/07/2022_11/09/22,HVS_Heartland Video Systems,USA,WCSC-TV,USA,2126 Charlie Hall Blvd,Gold,11 Sep 2022,10 Sep 2023,$697 ,"$2,454 ", -   ,$490.00, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8736,425b59494d400a00010353434f50555312101017,DVG,DVL202,YES,0,8,INV22049_INV22117,04/07/2022_11/09/22,HVS_Heartland Video Systems,USA,WCSC-TV,USA,2126 Charlie Hall Blvd,Gold,11 Sep 2022,10 Sep 2023,$697.00,"$2,454 ", -   ,$490.00," 2,258.00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF7537,,,DVL202,,,,PI220011,5 01 2022,HVS_Heartland Video Systems,USA,WIAT,USA,2075 Golden Crest Drive,Gold,14 Apr 2022,14 Apr 2023,,"$2,454 ",,$490.00," 2,258.00 ",Replacing VF8733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8519,42505d4347450a05011753434f50555312101017,DVP,DVX50,N/A,4,0,INV22050,4 12 2022,SAV Herve Peuaud,FRNC,,,,Gold,4 Dec 2022,4 Dec 2023,700,$749 , 630.00 ,$0.00, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 VF8435 ,30203629383e7674787f1e0e3c2345430200040f,DVP,DVA202,N/A,1*150,,IN21009,19/01/21,Euplink,FRC,,,,Silver,3 Jan 2021,3 Jan 2024,$700 ,"$1,435 "," 10,850.00 ",$0.00, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8436,30203629383e7674787f1e0e3c23454302020207,DVP,DVA202,YES,,,IN21009,19/01/21,Euplink,FRC,,,,Silver,3 Jan 2021,3 Jan 2024,$700 ,,,$0.00," 2,257.50 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8437,,DVP,DVA202,,,,,,Euplink,FRC,,,,NO support,,,$450 ,"$1,435 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF7338,42515b4345460b04050053434f50555312101017,DVG,DVX200,N/A,0,2,INV22047,23/03/22,Comark-Hitachi,USA,Queen B Television of Texas,USA,3308 N NAVARRO ST VICTORIA,Platinum,23 Mar 2022,23 Mar 2025,$875 ,"$1,155 ", -   ,$560 , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF7339,42505e4147450501040553434f50555312101017,DVG,DVX200,YES,0,2,INV22047,23/03/22,Comark-Hitachi,USA,Queen B Television of Texas,USA,3308 N NAVARRO ST VICTORIA,Platinum,23 Mar 2022,23 Mar 2025,$875 ,"$1,155 ", -   ,$560 ," 2,258.00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF7320,4652594447400405071753434f50555312101017,DVG,DVX200,N/A,0,8,INV22045,23/03/22,Comark-Hitachi,USA,9and10news,USA,1 Broadcast Way,Platinum,23 Mar 2022,23 Mar 2025,$875 ,"$1,155 ", -   ,"$3,920 "," 2,258.00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF7321,41535a4342470605070153434f50555312101017,DVG,DVX200,YES,0,8,INV22045,23/03/22,Comark-Hitachi,USA,9and10news,USA,1 Broadcast Way,Platinum,23 Mar 2022,23 Mar 2025,$875 ,"$1,155 ", -   ,"$3,920 "," 2,258.00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF7322,42515f4745420002000153434f50555312101017,DVG,DVX200,N/A,0,8,INV22046,23/03/22,Comark-Hitachi,USA,9and10news,USA,1 Broadcast Way,Platinum,23 Mar 2022,23 Mar 2025,$875 ,"$1,155 ", -   ,"$3,920 ", -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF7323,42535e4247410408030e53434f50555312101017,DVG,DVX200,YES,0,8,INV22046,23/03/22,Comark-Hitachi,USA,9and10news,USA,1 Broadcast Way,Platinum,23 Mar 2022,23 Mar 2025,$875 ,"$1,155 ", -   ,"$3,920 "," 2,258.00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF7326,40525d494d4a0b02091753434f50555312101017,DVG,DVX200,N/A,0,8,INV22044,23/03/22,Comark-Hitachi,USA,9and10news,USA,1 Broadcast Way,Platinum,23 Mar 2022,23 Mar 2025,$875 ,"$1,155 ", -   ,"$3,920 ", -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF7327,42575e48464b0704090753434f50555312101017,DVG,DVX200,YES,0,8,INV22044,23/03/22,Comark-Hitachi,USA,9and10news,USA,1  Broadcast Way,Platinum,23 Mar 2022,23 Mar 2025,$875 ,"$1,155 ", -   ,"$3,920 "," 2,258.00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF7328,4a505c43424a0200091753434f50555312101017,DVG,DVX200,N/A,0,8,INV22043,23/03/22,Comark-Hitachi,USA,9and10news,USA,1  Broadcast Way,Platinum,23 Mar 2022,23 Mar 2025,$875 ,"$1,155 ", -   ,"$3,920 ", -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF7329,425356434d4b0708090753434f50555312101017,DVG,DVX200,YES,0,8,INV22043,23/03/22,Comark-Hitachi,USA,9and10news,USA,1  Broadcast Way,Platinum,23 Mar 2022,23 Mar 2025,$875 ,"$1,155 ", -   ,"$3,920 "," 2,258.00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF7336,4652584743400504101753434f50555312101017,DVG,DVX200,N/A,0,8,INV22042,23/03/22,Comark-Hitachi,USA,9and10news,USA,1  Broadcast Way,Platinum,23 Mar 2022,23 Mar 2025,$875 ,"$1,155 ", -   ,"$3,920 ", -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF7337,425b5c4441400202000e53434f50555312101017,DVG,DVX200,YES,0,8,INV22042,23/03/22,Comark-Hitachi,USA,9and10news,USA,1  Broadcast Way,Platinum,23 Mar 2022,23 Mar 2025,$875 ,"$1,155 ", -   ,"$3,920 "," 2,258.00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF7338,42515b4345460b04050053434f50555312101017,DVG,DVX201,,,,,,,,,,,,,,$875 ,"$1,155 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF7339,42505e4147450501040553434f50555312101017,DVG,DVX202,,,,,,,,,,,,,,$875 ,"$1,155 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF2201,0,DVG,0,,0,2,INV22036,16/03/22,MTS-Media Transport Solution,USA,SagamoreHill/Roseland,USA,K35PC-LDMN  Rochester,Silver,16 Mar 2022,16 Mar 2023,$875 ,0, -   ,$490 , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF2208,0,DVG,0,,0,4,INV22040,16/03/22,MTS-Media Transport Solution,USA,SagamoreHill/Roseland,USA,K35PC-LDMN  Rochester,Silver,16 Mar 2022,16 Mar 2023,$875 ,0, -   ,$490 , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF7667,0,DVP,DVP1000,N/A,100,0,VF180060,25/11/18,SAV,France,X,X,X,remote,25 Nov 2018,12 Jan 2019,$0.00,"8,630.37",,$0.00, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF7668,0,DVP,DVP1000,N/A,100,0,VF180060,25/11/18,SAV,France,X,X,X,remote,25 Nov 2018,12 Jan 2019,$0.00,"8,630.37",,$0.00, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF7730,0,DVP,DVP10-VXU,N/A,6,0,VF180060,25/11/18,SAV,France,X,X,X,remote,25 Nov 2018,12 Jan 2019,0.00,"1,928.50",,$0.00, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF7731,0,DVP,DVP10-VXU,N/A,6,0,VF180060,25/11/18,SAV,France,X,X,X,remote,25 Nov 2018,12 Jan 2019,0,"1,928.50",,$0.00, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF7732,0,DVP,DVP10-VXU,N/A,6,0,VF180060,25/11/18,SAV,France,X,X,X,remote,25 Nov 2018,12 Jan 2019,0,"1,928.50",,$0.00, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
